#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
GCA_000775815.1.fna	BBOS01000056.1	4483	7809	-	(vgrG/tssI)	1-3327/3327	===============	0/0	100.00	86.26	VFG050929(gb|WP_000898324.1)	type	VI secretion system tip protein VgrG [T6SS (VF1337)_Effector delivery system (VFC0086)]~~~[Acinetobacter baumannii MDR-TJ]	
GCA_000775815.1.fna	BBOS01000065.1	9378	9914	-	(pilI)	1-537/537	========/======	2/2	99.81	80.30	VFG050653(gb|WP_000729762.1)	chemotaxis	protein CheW [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii AB0057]	
GCA_000775815.1.fna	BBOS01000065.1	10336	10719	-	(pilG)	1-384/384	===============	0/0	100.00	82.81	VFG050623(gb|WP_000389061.1)	twitching	motility response regulator PilG [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii AB0057]	
GCA_000813495.1.fna	JWJT01000009.1	9425	9961	-	(pilI)	1-537/537	========/======	2/2	99.81	80.30	VFG050653(gb|WP_000729762.1)	chemotaxis	protein CheW [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii AB0057]	
GCA_000813495.1.fna	JWJT01000009.1	10383	10766	-	(pilG)	1-384/384	===============	0/0	100.00	82.81	VFG050623(gb|WP_000389061.1)	twitching	motility response regulator PilG [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii AB0057]	
GCA_000813495.1.fna	JWJT01000009.1	29969	31020	-	(ompA)	1-1046/1071	========/======	5/24	96.83	86.24	VFG038176(gb|WP_000777882)	outer	membrane protein OmpA [OmpA (VF0464)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii ACICU]	
GCA_000813495.1.fna	JWJT01000009.1	133211	133928	-	(pilF)	85-801/801	.=======/======	1/1	89.51	80.08	VFG050418(gb|WP_004738086.1)	type	IV pilus biogenesis/stability protein PilW [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii BJAB0715]	
GCA_000813495.1.fna	JWJT01000015.1	4517	7843	-	(vgrG/tssI)	1-3327/3327	===============	0/0	100.00	86.44	VFG050929(gb|WP_000898324.1)	type	VI secretion system tip protein VgrG [T6SS (VF1337)_Effector delivery system (VFC0086)]~~~[Acinetobacter baumannii MDR-TJ]	
GCA_000813495.1.fna	JWJT01000025.1	24739	25448	+	(bfmR)	1-710/717	===============	0/0	99.02	85.07	VFG038223(gb|WP_000076440)	biofilm-controlling	response regulator [BfmRS (VF0463)_Regulation (VFC0301)]~~~[Acinetobacter baumannii BJAB0715]	
GCA_000813495.1.fna	JWJT01000031.1	48275	49633	+	(AB57_RS00570)	13-1371/1371	========/======	2/2	99.05	81.10	VFG038170(gb|WP_000209955)	phosphomannomutase/phosphoglucomutase	[Capsule (VF0465)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii AB0057]	
GCA_000813495.1.fna	JWJT01000031.1	69396	69821	+	(ABZJ_RS06215)	1-426/429	========/======	2/2	99.07	81.73	VFG037860(gb|WP_014466000)	low	molecular weight phosphotyrosine protein phosphatase [Capsule (VF0465)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii MDR-ZJ06]	
GCA_000813495.1.fna	JWJT01000039.1	24904	25806	+	(lpxC)	1-903/903	========/======	2/2	99.89	80.09	VFG037826(gb|WP_000240700)	UDP-3-O-acyl-N-acetylglucosamine	deacetylase [LPS (VF0466)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii BJAB0715]	
GCA_000813495.1.fna	JWJT01000067.1	6000	7065	+	(pilT)	3-1068/1068	========/======	2/2	99.72	83.97	VFG050395(gb|YP_005797773.1)	type	IV pilus twitching motility protein PilT [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii TCDC-AB0715]	
GCA_000830115.1.fna	BBSD01000011.1	9630	10133	-	(hcp/tssD)	1-504/504	===============	0/0	100.00	87.30	VFG051046(gb|WP_000653195.1)	type	VI secretion system tube protein Hcp [T6SS (VF1337)_Effector delivery system (VFC0086)]~~~[Acinetobacter baumannii BJAB0715]	
GCA_000830115.1.fna	BBSD01000011.1	10189	11610	-	(tssC)	61-1482/1482	===============	0/0	95.95	83.97	VFG051070(gb|WP_001066523.1)	type	VI secretion system contractile sheath large subunit [T6SS (VF1337)_Effector delivery system (VFC0086)]~~~[Acinetobacter baumannii ACICU]	
GCA_000830115.1.fna	BBSD01000012.1	18519	19870	+	(ABBFA_RS17100)	13-1364/1371	========/======	2/2	98.54	81.08	VFG037851(gb|WP_000209932)	phosphomannomutase/phosphoglucomutase	[Capsule (VF0465)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii AB307-0294]	
GCA_000830115.1.fna	BBSD01000012.1	38700	39571	-	(A1S_0055)	1-872/879	========/======	4/6	98.86	85.49	VFG037943(gb|YP_001083152)	WecE	protein [Capsule (VF0465)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii ATCC 17978]	
GCA_000830115.1.fna	BBSD01000012.1	39774	40352	-	(A1S_0054)	1-579/579	===============	0/0	100.00	89.29	VFG037928(gb|YP_001083151)	WbbJ	protein [Capsule (VF0465)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii ATCC 17978]	
GCA_000830115.1.fna	BBSD01000012.1	40349	41206	-	(A1S_0053)	1-858/858	===============	0/0	100.00	85.43	VFG037913(gb|YP_001083150)	MviM	protein [Capsule (VF0465)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii ATCC 17978]	
GCA_000830115.1.fna	BBSD01000016.1	26368	27085	-	(pilF)	85-801/801	.=======/======	1/1	89.51	80.08	VFG050418(gb|WP_004738086.1)	type	IV pilus biogenesis/stability protein PilW [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii BJAB0715]	
GCA_000830115.1.fna	BBSD01000023.1	30010	30546	-	(pilI)	1-537/537	========/======	2/2	99.81	80.30	VFG050653(gb|WP_000729762.1)	chemotaxis	protein CheW [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii AB0057]	
GCA_000830115.1.fna	BBSD01000023.1	30968	31351	-	(pilG)	1-384/384	===============	0/0	100.00	82.81	VFG050623(gb|WP_000389061.1)	twitching	motility response regulator PilG [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii AB0057]	
GCA_000830115.1.fna	BBSD01000024.1	5994	7059	+	(pilT)	3-1068/1068	========/======	2/2	99.72	84.25	VFG050395(gb|YP_005797773.1)	type	IV pilus twitching motility protein PilT [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii TCDC-AB0715]	
GCA_000830115.1.fna	BBSD01000036.1	20533	21242	-	(bfmR)	1-710/717	===============	0/0	99.02	85.07	VFG038223(gb|WP_000076440)	biofilm-controlling	response regulator [BfmRS (VF0463)_Regulation (VFC0301)]~~~[Acinetobacter baumannii BJAB0715]	
GCA_000830115.1.fna	BBSD01000061.1	15511	18515	+	(vgrG/tssI)	1-3005/3282	========/=====.	2/2	91.53	84.83	VFG050912(gb|WP_000898330.1)	type	VI secretion system tip protein VgrG [T6SS (VF1337)_Effector delivery system (VFC0086)]~~~[Acinetobacter baumannii ACICU]	
GCA_000830115.1.fna	BBSD01000081.1	14709	15730	-	(ompA)	1-1037/1062	========/======	7/17	96.14	84.39	VFG038174(gb|WP_000777885)	outer	membrane protein OmpA [OmpA (VF0464)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii AB0057]	
GCA_000831735.1.fna	BBSG01000004.1	97169	97878	-	(bfmR)	1-710/717	===============	0/0	99.02	85.07	VFG038223(gb|WP_000076440)	biofilm-controlling	response regulator [BfmRS (VF0463)_Regulation (VFC0301)]~~~[Acinetobacter baumannii BJAB0715]	
GCA_000831735.1.fna	BBSG01000005.1	46008	47359	+	(ABBFA_RS17100)	13-1364/1371	===============	0/0	98.61	80.77	VFG037851(gb|WP_000209932)	phosphomannomutase/phosphoglucomutase	[Capsule (VF0465)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii AB307-0294]	
GCA_000831735.1.fna	BBSG01000007.1	62404	63461	+	(ompA)	1-1046/1071	========/======	6/30	96.83	85.19	VFG038176(gb|WP_000777882)	outer	membrane protein OmpA [OmpA (VF0464)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii ACICU]	
GCA_000831735.1.fna	BBSG01000007.1	82664	83047	+	(pilG)	1-384/384	===============	0/0	100.00	82.81	VFG050623(gb|WP_000389061.1)	twitching	motility response regulator PilG [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii AB0057]	
GCA_000831735.1.fna	BBSG01000007.1	83469	84005	+	(pilI)	1-537/537	========/======	2/2	99.81	80.30	VFG050653(gb|WP_000729762.1)	chemotaxis	protein CheW [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii AB0057]	
GCA_000831735.1.fna	BBSG01000025.1	15244	18564	+	(vgrG/tssI)	1-3321/3321	===============	0/0	100.00	84.04	VFG050922(gb|WP_000898328.1)	type	VI secretion system tip protein VgrG [T6SS (VF1337)_Effector delivery system (VFC0086)]~~~[Acinetobacter baumannii BJAB0715]	
GCA_000831735.1.fna	BBSG01000029.1	33500	34402	-	(lpxC)	1-903/903	========/======	2/2	99.89	80.09	VFG037826(gb|WP_000240700)	UDP-3-O-acyl-N-acetylglucosamine	deacetylase [LPS (VF0466)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii BJAB0715]	
GCA_000831735.1.fna	BBSG01000037.1	28435	29500	-	(pilT)	3-1068/1068	========/======	2/2	99.72	83.97	VFG050395(gb|YP_005797773.1)	type	IV pilus twitching motility protein PilT [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii TCDC-AB0715]	
GCA_001941805.1.fna	CP019041.1	176318	177675	+	(ABBFA_RS17100)	13-1370/1371	===============	0/0	99.05	81.15	VFG037851(gb|WP_000209932)	phosphomannomutase/phosphoglucomutase	[Capsule (VF0465)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii AB307-0294]	
GCA_001941805.1.fna	CP019041.1	395987	399312	+	(vgrG/tssI)	1-3327/3327	========/======	1/1	99.97	86.41	VFG050929(gb|WP_000898324.1)	type	VI secretion system tip protein VgrG [T6SS (VF1337)_Effector delivery system (VFC0086)]~~~[Acinetobacter baumannii MDR-TJ]	
GCA_001941805.1.fna	CP019041.1	446313	447215	+	(lpxC)	1-903/903	========/======	2/2	99.89	80.20	VFG037826(gb|WP_000240700)	UDP-3-O-acyl-N-acetylglucosamine	deacetylase [LPS (VF0466)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii BJAB0715]	
GCA_001941805.1.fna	CP019041.1	1074385	1075094	+	(bfmR)	1-710/717	===============	0/0	99.02	85.07	VFG038223(gb|WP_000076440)	biofilm-controlling	response regulator [BfmRS (VF0463)_Regulation (VFC0301)]~~~[Acinetobacter baumannii BJAB0715]	
GCA_001941805.1.fna	CP019041.1	1292371	1293436	-	(pilT)	3-1068/1068	========/======	2/2	99.72	83.97	VFG050395(gb|YP_005797773.1)	type	IV pilus twitching motility protein PilT [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii TCDC-AB0715]	
GCA_001941805.1.fna	CP019041.1	2956702	2957238	-	(pilI)	1-537/537	========/======	2/2	99.81	80.30	VFG050653(gb|WP_000729762.1)	chemotaxis	protein CheW [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii AB0057]	
GCA_001941805.1.fna	CP019041.1	2957660	2958043	-	(pilG)	1-384/384	===============	0/0	100.00	82.81	VFG050623(gb|WP_000389061.1)	twitching	motility response regulator PilG [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii AB0057]	
GCA_001941805.1.fna	CP019041.1	2977220	2978253	-	(ompA)	1-1037/1062	========/======	4/15	96.80	88.02	VFG038174(gb|WP_000777885)	outer	membrane protein OmpA [OmpA (VF0464)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii AB0057]	
GCA_001941805.1.fna	CP019041.1	3079923	3080640	-	(pilF)	85-801/801	.=======/======	1/1	89.51	80.08	VFG050418(gb|WP_004738086.1)	type	IV pilus biogenesis/stability protein PilW [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii BJAB0715]	
GCA_002165245.3.fna	CP028800.2	134227	137553	+	(vgrG/tssI)	1-3327/3327	===============	0/0	100.00	86.26	VFG050929(gb|WP_000898324.1)	type	VI secretion system tip protein VgrG [T6SS (VF1337)_Effector delivery system (VFC0086)]~~~[Acinetobacter baumannii MDR-TJ]	
GCA_002165245.3.fna	CP028800.2	683385	684442	+	(ompA)	1-1046/1071	========/======	6/30	96.83	85.19	VFG038176(gb|WP_000777882)	outer	membrane protein OmpA [OmpA (VF0464)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii ACICU]	
GCA_002165245.3.fna	CP028800.2	703633	704016	+	(pilG)	1-384/384	===============	0/0	100.00	82.81	VFG050623(gb|WP_000389061.1)	twitching	motility response regulator PilG [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii AB0057]	
GCA_002165245.3.fna	CP028800.2	704438	704974	+	(pilI)	1-537/537	========/======	2/2	99.81	80.30	VFG050653(gb|WP_000729762.1)	chemotaxis	protein CheW [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii AB0057]	
GCA_002165245.3.fna	CP028800.2	2364797	2365862	+	(pilT)	3-1068/1068	========/======	2/2	99.72	84.07	VFG050395(gb|YP_005797773.1)	type	IV pilus twitching motility protein PilT [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii TCDC-AB0715]	
GCA_002165245.3.fna	CP028800.2	2537119	2537828	-	(bfmR)	1-710/717	===============	0/0	99.02	85.49	VFG038223(gb|WP_000076440)	biofilm-controlling	response regulator [BfmRS (VF0463)_Regulation (VFC0301)]~~~[Acinetobacter baumannii BJAB0715]	
GCA_002165245.3.fna	CP028800.2	3243702	3245053	+	(ABBFA_RS17100)	13-1364/1371	===============	0/0	98.61	80.92	VFG037851(gb|WP_000209932)	phosphomannomutase/phosphoglucomutase	[Capsule (VF0465)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii AB307-0294]	
GCA_002328335.1.fna	DCXB01000017.1	81536	82438	-	(lpxC)	1-903/903	========/======	2/2	99.89	80.20	VFG037828(gb|WP_000240700)	UDP-3-O-acyl-N-acetylglucosamine	deacetylase [LPS (VF0466)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii D1279779]	
GCA_002328335.1.fna	DCXB01000030.1	23988	25021	+	(ompA)	1-1037/1062	========/======	4/15	96.80	88.02	VFG038174(gb|WP_000777885)	outer	membrane protein OmpA [OmpA (VF0464)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii AB0057]	
GCA_002328335.1.fna	DCXB01000030.1	44277	44660	+	(pilG)	1-384/384	===============	0/0	100.00	82.81	VFG050623(gb|WP_000389061.1)	twitching	motility response regulator PilG [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii AB0057]	
GCA_002328335.1.fna	DCXB01000050.1	64864	65929	+	(pilT)	3-1068/1068	========/======	2/2	99.72	83.97	VFG050395(gb|YP_005797773.1)	type	IV pilus twitching motility protein PilT [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii TCDC-AB0715]	
GCA_002328335.1.fna	DCXB01000056.1	6059	6680	-	(tse4)	1-623/624	========/======	1/1	99.68	98.39	VFG051112(gb|YP_001086354.1)	T6SS	effector Tse4 a bifunctional cell wall-targeting enzyme [T6SS secreted effectors (VF1338)_Effector delivery system (VFC0086)]~~~[Acinetobacter baumannii ATCC 17978]	
GCA_002328335.1.fna	DCXB01000056.1	6935	9957	-	(vgrG/tssI)	1-3023/3327	==============.	0/0	90.86	84.95	VFG050929(gb|WP_000898324.1)	type	VI secretion system tip protein VgrG [T6SS (VF1337)_Effector delivery system (VFC0086)]~~~[Acinetobacter baumannii MDR-TJ]	
GCA_002328335.1.fna	DCXB01000060.1	41738	42447	-	(bfmR)	1-710/717	===============	0/0	99.02	85.35	VFG038223(gb|WP_000076440)	biofilm-controlling	response regulator [BfmRS (VF0463)_Regulation (VFC0301)]~~~[Acinetobacter baumannii BJAB0715]	
GCA_002387225.1.fna	DGLC01000009.1	19181	20602	+	(tssC)	61-1482/1482	===============	0/0	95.95	83.97	VFG051070(gb|WP_001066523.1)	type	VI secretion system contractile sheath large subunit [T6SS (VF1337)_Effector delivery system (VFC0086)]~~~[Acinetobacter baumannii ACICU]	
GCA_002387225.1.fna	DGLC01000009.1	20658	21161	+	(hcp/tssD)	1-504/504	===============	0/0	100.00	87.70	VFG051046(gb|WP_000653195.1)	type	VI secretion system tube protein Hcp [T6SS (VF1337)_Effector delivery system (VFC0086)]~~~[Acinetobacter baumannii BJAB0715]	
GCA_002387225.1.fna	DGLC01000021.1	63357	64710	-	(ABBFA_RS17100)	11-1364/1371	===============	0/0	98.76	81.39	VFG037851(gb|WP_000209932)	phosphomannomutase/phosphoglucomutase	[Capsule (VF0465)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii AB307-0294]	
GCA_002387225.1.fna	DGLC01000023.1	4283	7525	-	(vgrG/tssI)	1-3243/3321	===============	0/0	97.65	85.88	VFG050922(gb|WP_000898328.1)	type	VI secretion system tip protein VgrG [T6SS (VF1337)_Effector delivery system (VFC0086)]~~~[Acinetobacter baumannii BJAB0715]	
GCA_002387225.1.fna	DGLC01000067.1	721	1623	+	(lpxC)	1-903/903	========/======	2/2	99.89	80.20	VFG037822(gb|WP_000240700)	UDP-3-O-acyl-N-acetylglucosamine	deacetylase [LPS (VF0466)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii ACICU]	
GCA_002387225.1.fna	DGLC01000071.1	28258	29279	+	(ompA)	1-1037/1062	========/======	9/23	95.86	84.63	VFG038174(gb|WP_000777885)	outer	membrane protein OmpA [OmpA (VF0464)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii AB0057]	
GCA_002387225.1.fna	DGLC01000071.1	48549	48932	+	(pilG)	1-384/384	===============	0/0	100.00	82.55	VFG050623(gb|WP_000389061.1)	twitching	motility response regulator PilG [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii AB0057]	
GCA_002387225.1.fna	DGLC01000112.1	14024	14733	+	(bfmR)	1-710/717	===============	0/0	99.02	85.21	VFG038223(gb|WP_000076440)	biofilm-controlling	response regulator [BfmRS (VF0463)_Regulation (VFC0301)]~~~[Acinetobacter baumannii BJAB0715]	
GCA_002387225.1.fna	DGLC01000132.1	24458	25523	+	(pilT)	3-1068/1068	========/======	2/2	99.72	83.60	VFG050395(gb|YP_005797773.1)	type	IV pilus twitching motility protein PilT [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii TCDC-AB0715]	
GCA_002761875.1.fna	CP024632.1	105117	108431	+	(vgrG/tssI)	1-3315/3321	========/======	3/6	99.73	81.56	VFG050922(gb|WP_000898328.1)	type	VI secretion system tip protein VgrG [T6SS (VF1337)_Effector delivery system (VFC0086)]~~~[Acinetobacter baumannii BJAB0715]	
GCA_002761875.1.fna	CP024632.1	149380	150282	+	(lpxC)	1-903/903	========/======	2/2	99.89	80.09	VFG037822(gb|WP_000240700)	UDP-3-O-acyl-N-acetylglucosamine	deacetylase [LPS (VF0466)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii ACICU]	
GCA_002761875.1.fna	CP024632.1	741420	742129	+	(bfmR)	1-710/717	===============	0/0	99.02	85.35	VFG038223(gb|WP_000076440)	biofilm-controlling	response regulator [BfmRS (VF0463)_Regulation (VFC0301)]~~~[Acinetobacter baumannii BJAB0715]	
GCA_002761875.1.fna	CP024632.1	905584	906649	-	(pilT)	3-1068/1068	========/======	2/2	99.72	83.97	VFG050395(gb|YP_005797773.1)	type	IV pilus twitching motility protein PilT [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii TCDC-AB0715]	
GCA_002761875.1.fna	CP024632.1	952254	953675	+	(tssC)	61-1482/1482	===============	0/0	95.95	83.75	VFG051070(gb|WP_001066523.1)	type	VI secretion system contractile sheath large subunit [T6SS (VF1337)_Effector delivery system (VFC0086)]~~~[Acinetobacter baumannii ACICU]	
GCA_002761875.1.fna	CP024632.1	953731	954234	+	(hcp/tssD)	1-504/504	===============	0/0	100.00	87.30	VFG051046(gb|WP_000653195.1)	type	VI secretion system tube protein Hcp [T6SS (VF1337)_Effector delivery system (VFC0086)]~~~[Acinetobacter baumannii BJAB0715]	
GCA_002761875.1.fna	CP024632.1	2573503	2574039	-	(pilI)	1-537/537	========/======	2/2	99.81	80.30	VFG050653(gb|WP_000729762.1)	chemotaxis	protein CheW [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii AB0057]	
GCA_002761875.1.fna	CP024632.1	2574461	2574844	-	(pilG)	1-384/384	===============	0/0	100.00	82.81	VFG050623(gb|WP_000389061.1)	twitching	motility response regulator PilG [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii AB0057]	
GCA_002761875.1.fna	CP024632.1	2594046	2595067	-	(ompA)	1-1037/1062	========/======	7/17	96.14	84.49	VFG038174(gb|WP_000777885)	outer	membrane protein OmpA [OmpA (VF0464)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii AB0057]	
GCA_002761875.1.fna	CP024632.1	2736244	2736961	-	(pilF)	85-801/801	.=======/======	1/1	89.51	80.22	VFG050418(gb|WP_004738086.1)	type	IV pilus biogenesis/stability protein PilW [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii BJAB0715]	
GCA_002761875.1.fna	CP024632.1	3184036	3185393	+	(ABBFA_RS17100)	13-1370/1371	===============	0/0	99.05	81.66	VFG037851(gb|WP_000209932)	phosphomannomutase/phosphoglucomutase	[Capsule (VF0465)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii AB307-0294]	
GCA_002761875.1.fna	CP024632.1	3194903	3196033	-	(wecB)	1-1131/1131	========/======	2/4	99.82	81.82	VFG037994(gb|WP_000734323)	UDP-N-acetylglucosamine	2-epimerase (non-hydrolyzing)~~~[Capsule (VF0465)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii MDR-TJ]	
GCA_002761875.1.fna	CP024632.1	3198232	3199256	-	(ABD1_RS00310)	11-1035/1035	===============	0/0	99.03	81.76	VFG037993(gb|WP_000471755)	polysaccharide	biosynthesis protein [Capsule (VF0465)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii D1279779]	
GCA_003293735.1.fna	QDFH01000001.1	226	1128	+	(lpxC)	1-903/903	========/======	2/2	99.89	80.42	VFG037826(gb|WP_000240700)	UDP-3-O-acyl-N-acetylglucosamine	deacetylase [LPS (VF0466)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii BJAB0715]	
GCA_003293735.1.fna	QDFH01000004.1	12681	13064	-	(pilG)	1-384/384	===============	0/0	100.00	82.81	VFG050623(gb|WP_000389061.1)	twitching	motility response regulator PilG [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii AB0057]	
GCA_003293735.1.fna	QDFH01000004.1	32275	33296	-	(ompA)	1-1037/1062	========/======	8/25	95.76	84.74	VFG038174(gb|WP_000777885)	outer	membrane protein OmpA [OmpA (VF0464)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii AB0057]	
GCA_003293735.1.fna	QDFH01000009.1	17532	18597	-	(pilT)	3-1068/1068	========/======	2/2	99.72	83.97	VFG050395(gb|YP_005797773.1)	type	IV pilus twitching motility protein PilT [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii TCDC-AB0715]	
GCA_003293735.1.fna	QDFH01000025.1	39392	42413	+	(vgrG/tssI)	1-3023/3282	========/=====.	3/3	92.05	87.30	VFG050912(gb|WP_000898330.1)	type	VI secretion system tip protein VgrG [T6SS (VF1337)_Effector delivery system (VFC0086)]~~~[Acinetobacter baumannii ACICU]	
GCA_003293735.1.fna	QDFH01000068.1	26435	27012	+	(ABAYE_RS18890)	7-584/615	===============	0/0	93.98	83.22	VFG037974(gb|WP_000919783)	sugar	transferase [Capsule (VF0465)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii AYE]	
GCA_003293735.1.fna	QDFH01000078.1	32059	33410	+	(ABBFA_RS17100)	13-1364/1371	===============	0/0	98.61	81.21	VFG037851(gb|WP_000209932)	phosphomannomutase/phosphoglucomutase	[Capsule (VF0465)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii AB307-0294]	
